prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
maec,29.647327,-82.349466,MAE C,academic,0,2,1,2,0,0,0,0,1,0,0,0,5,0,6,1,19,9,15,17,15,13,18,9,7,11,8,9,8,10,11,9,11,10,18,16,8,8,12,6,5,11,11,7,3,3,2,1,20
mat,29.651649,-82.341016,Matherly Hall,academic,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,17,33,115,109,149,199,124,136,97,136,118,129,75,47,34,85,13,21,16,19,24,22,18,12,9,12,5,4,3,2,2,0,3,164
mcca,29.646982,-82.345531,Mccarty Hall A,academic,0,1,0,0,0,0,0,1,0,0,0,1,2,3,5,26,36,26,31,36,41,45,70,54,53,55,49,15,18,19,17,12,10,9,5,4,3,1,0,0,1,1,0,1,0,2,0,0,87
mccaG,29.646982,-82.345531,Mccarty Hall A,academic,0,1,0,0,0,0,0,1,0,0,0,1,2,3,5,26,36,26,31,36,41,45,70,54,53,55,49,15,18,19,17,12,10,9,5,4,3,1,0,0,1,1,0,1,0,2,0,0,87
mccb,29.646754,-82.34492,Mccarty Hall B,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,32,35,28,36,27,33,26,22,27,42,17,18,7,17,10,3,9,9,3,3,8,8,0,0,0,0,0,0,0,0,0,46
mccbG,29.646754,-82.34492,Mccarty Hall B,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,32,35,28,36,27,33,26,22,27,42,17,18,7,17,10,3,9,9,3,3,8,8,0,0,0,0,0,0,0,0,0,46
mccc,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,21,28,42,49,62,57,72,67,47,40,24,22,22,24,18,38,5,6,2,8,1,1,1,0,2,0,0,0,0,0,0,0,0,63
mccctr,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,21,28,42,49,62,57,72,67,47,40,24,22,22,24,18,38,5,6,2,8,1,1,1,0,2,0,0,0,0,0,0,0,0,63
mccd,29.64646,-82.344389,Mccarty Hall D,academic,0,2,0,0,0,0,0,1,0,0,0,0,0,5,3,9,14,10,12,23,23,19,9,28,19,23,17,22,19,11,10,20,13,13,5,6,8,7,1,8,1,3,1,3,0,1,0,2,22
mccdG,29.64646,-82.344389,Mccarty Hall D,academic,0,2,0,0,0,0,0,1,0,0,0,0,0,5,3,9,14,10,12,23,23,19,9,28,19,23,17,22,19,11,10,20,13,13,5,6,8,7,1,8,1,3,1,3,0,1,0,2,22
mcg,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,2,1,0,3,2,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5
mcgB,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,2,1,0,3,2,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5
mcgC,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,2,1,0,3,2,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5
mcgCG,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,1,2,1,0,3,2,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5
mckl,29.648039,-82.346425,Microkelvin Laboratory,academic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,3,1,0,2,2,3,1,1,4,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,6
mcsb,29.639963,-82.362885,Microbiology/Cell Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,6,5,10,12,4,0,5,4,10,15,2,1,1,3,7,3,2,0,0,2,2,0,0,0,1,0,0,1,0,0,15
meb,29.641979,-82.344079,Harrell Medical Education Building,academic,0,7,1,1,0,2,1,0,0,0,1,0,2,0,24,11,37,34,67,47,64,38,28,44,38,53,41,48,24,56,29,56,31,52,50,47,27,28,13,25,13,17,8,18,4,7,4,1,63
mebv,29.641979,-82.344079,Harrell Medical Education Building,academic,0,7,1,1,0,2,1,0,0,0,1,0,2,0,24,11,37,34,67,47,64,38,28,44,38,53,41,48,24,56,29,56,31,52,50,47,27,28,13,25,13,17,8,18,4,7,4,1,63
meh,29.632906,-82.361672,Mehrhof Hall,academic,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5,1,4,2,2,6,2,6,1,1,0,5,3,9,0,7,0,8,1,11,3,5,1,6,1,8,2,11,0,3,0,2,0,3,14
msl,29.647957,-82.343904,Marston Science Library,library,10,2,0,0,1,0,0,0,0,0,0,0,3,4,11,20,39,57,56,105,100,123,131,114,110,147,124,105,96,104,100,79,74,80,73,58,66,50,53,55,38,20,30,20,26,11,29,1,177
mub,29.648244,-82.342908,Music Building,academic,2,3,0,1,0,3,0,0,0,0,0,1,6,6,26,26,46,42,60,39,70,67,74,59,56,88,66,59,52,64,46,46,52,43,56,24,27,20,18,15,8,11,18,6,9,3,4,2,94
mus,29.644484,-82.3441,Dickinson Hall,academic,2,0,1,0,0,0,0,0,0,0,1,1,5,7,9,8,11,11,23,9,17,8,21,13,21,14,19,12,16,16,14,14,16,12,23,14,7,3,6,10,3,4,1,5,2,2,0,1,27
nano,29.642764,-82.346123,Nanoscale Research,academic,0,0,0,4,0,0,0,0,0,0,0,0,0,2,14,7,21,13,17,14,18,17,19,24,23,16,15,25,20,21,14,26,20,13,16,16,9,14,5,13,6,6,2,3,1,4,3,5,32
neb,29.642287,-82.347076,New Engineering Building,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,25,22,49,60,64,79,90,93,87,107,58,40,39,67,43,70,39,36,17,31,5,23,10,9,16,10,8,8,3,24,3,13,1,77
npb,29.643913,-82.349779,Physics,academic,2,2,0,0,0,1,0,0,1,1,2,3,3,4,20,28,74,49,78,57,76,65,67,52,70,78,63,35,40,31,25,20,29,21,18,19,17,14,6,5,6,6,5,7,2,5,2,1,105
npbB,29.643913,-82.349779,Physics,academic,2,2,0,0,0,1,0,0,1,1,2,3,3,4,20,28,74,49,78,57,76,65,67,52,70,78,63,35,40,31,25,20,29,21,18,19,17,14,6,5,6,6,5,7,2,5,2,1,105
nrg,29.646251,-82.337966,Norman Gym,sports,0,0,0,1,0,0,0,0,0,1,0,1,5,2,19,0,8,6,15,10,20,25,32,18,29,16,15,16,12,10,10,20,8,26,21,16,5,11,3,4,1,4,2,0,0,0,0,3,30
nrn,29.646947,-82.338164,Norman Hall,academic,2,3,1,1,0,0,0,1,0,1,1,1,4,9,18,46,64,91,82,88,123,152,156,90,87,87,61,97,71,57,56,55,49,43,24,20,22,24,14,10,2,12,6,6,3,3,4,1,169
nrna,29.646645,-82.337581,Norman Hall Addition,academic,1,2,0,0,0,0,0,0,0,0,0,0,2,4,7,12,22,32,35,44,78,50,37,35,40,57,46,28,27,41,44,42,33,30,23,18,22,13,6,18,5,4,3,5,1,3,0,3,76
nrnag,29.646645,-82.337581,Norman Hall Addition,academic,1,2,0,0,0,0,0,0,0,0,0,0,2,4,7,12,22,32,35,44,78,50,37,35,40,57,46,28,27,41,44,42,33,30,23,18,22,13,6,18,5,4,3,5,1,3,0,3,76
nsc,29.647381,-82.347996,Nuclear Sciences,academic,1,2,0,0,0,0,0,0,0,0,2,0,2,2,8,8,13,24,19,24,32,36,28,41,22,35,33,32,35,26,29,23,19,17,27,11,9,11,7,7,9,4,3,2,2,0,0,0,42
nzh,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,0,0,1,0,0,0,0,0,0,0,1,1,2,9,7,7,15,18,9,13,20,30,12,11,19,20,12,12,11,11,6,10,8,6,5,2,7,7,1,5,5,2,4,2,1,0,2,21
nzhB,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,0,0,1,0,0,0,0,0,0,0,1,1,2,9,7,7,15,18,9,13,20,30,12,11,19,20,12,12,11,11,6,10,8,6,5,2,7,7,1,5,5,2,4,2,1,0,2,21
ohl1,29.639754,-82.358956,Ornamental Hort Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohl2,29.639824,-82.358554,Ornamental Hort Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcpa,29.635312,-82.369309,Phillips Center,social,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,1,1,2,3,4,2,2,2,4,1,3,1,1,0,1,0,0,0,0,1,2,0,0,0,1,12
pdc,29.642948,-82.369274,Physical Plant Central Stores,academic,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,1,2,2,5,3,6,2,1,2,2,3,2,5,1,2,2,1,2,4,2,1,2,0,0,1,1,1,1,1,1,1,0,7
phl,29.644585,-82.34878,Phelps Lab,academic,2,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,14,7,11,10,16,18,15,7,10,16,8,20,3,16,7,20,6,21,8,9,7,7,3,7,4,10,0,6,2,3,2,1,20
plsl,29.639079,-82.358344,Agronomy Plant Science Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pow,29.635726,-82.370236,Powell Hall,museum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,0,2,2,3,4,1,2,3,3,3,3,2,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
pres,29.648184,-82.36085,Presidents Residence,housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psf,29.639481,-82.359603,Plant Science Facility,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,1,0,0,0,1,0,2,0,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
pst,29.641504,-82.347885,Particle Science & Technology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,3,2,1,2,1,1,3,3,7,5,3,1,4,7,10,2,2,2,0,3,1,0,2,0,1,0,1,1,0,0,7
psy,29.643418,-82.346266,Psychology,academic,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,21,15,29,43,33,32,33,27,25,20,20,13,20,26,23,14,22,13,15,5,8,13,3,5,4,2,5,3,4,0,9,0,2,49
pugh,29.649468,-82.345665,Pugh Hall,academic,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,28,34,44,62,40,46,46,49,29,38,41,39,44,70,13,22,18,9,13,24,15,12,5,7,4,5,2,1,0,1,0,2,0,53
rcd,29.650076,-82.34634,Racquet Club Dining Center,social,1,4,2,5,0,1,0,1,0,0,0,1,0,1,12,6,17,11,11,23,15,43,23,51,29,42,21,30,17,31,18,32,15,28,15,22,10,16,9,14,7,16,7,12,3,6,3,5,39
rei,29.646386,-82.34779,Reitz Student Union,social,10,2,0,0,3,0,1,1,1,0,1,3,16,6,31,36,71,87,127,213,187,312,311,338,327,288,256,217,174,228,161,172,132,168,150,239,143,152,120,72,76,55,138,46,27,12,11,10,286
reiB,29.646386,-82.34779,Reitz Student Union,social,10,2,0,0,3,0,1,1,1,0,1,3,16,6,31,36,71,87,127,213,187,312,311,338,327,288,256,217,174,228,161,172,132,168,150,239,143,152,120,72,76,55,138,46,27,12,11,10,286
reiG,29.646386,-82.34779,Reitz Student Union,social,10,2,0,0,3,0,1,1,1,0,1,3,16,6,31,36,71,87,127,213,187,312,311,338,327,288,256,217,174,228,161,172,132,168,150,239,143,152,120,72,76,55,138,46,27,12,11,10,286
reiOrangeBrew,29.646386,-82.34779,Reitz Student Union,social,10,2,0,0,3,0,1,1,1,0,1,3,16,6,31,36,71,87,127,213,187,312,311,338,327,288,256,217,174,228,161,172,132,168,150,239,143,152,120,72,76,55,138,46,27,12,11,10,286
reiR,29.646386,-82.34779,Reitz Student Union,social,10,2,0,0,3,0,1,1,1,0,1,3,16,6,31,36,71,87,127,213,187,312,311,338,327,288,256,217,174,228,161,172,132,168,150,239,143,152,120,72,76,55,138,46,27,12,11,10,286
rfc,29.650148,-82.346799,Student Recreation and Fit. Center,sports,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,14,13,17,13,21,20,21,22,21,27,22,32,16,18,26,24,21,18,22,26,30,28,25,34,22,36,13,21,9,14,0,5,2,37
rhn,29.647253,-82.348948,Rhines Hall,academic,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,5,7,8,12,7,9,11,8,17,12,8,21,7,11,2,8,7,9,6,7,7,4,3,4,1,3,6,1,2,0,1,17
rhnb,29.647253,-82.348948,Rhines Hall,academic,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,5,7,8,12,7,9,11,8,17,12,8,21,7,11,2,8,7,9,6,7,7,4,3,4,1,3,6,1,2,0,1,17
rl1,29.633165,-82.361168,Research Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl2,29.633176,-82.360914,Research Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rla,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,5,12,8,13,13,9,13,7,15,13,13,13,10,2,9,10,8,5,5,4,1,3,4,2,0,0,0,0,0,1,1,1,16
rlab,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,5,12,8,13,13,9,13,7,15,13,13,13,10,2,9,10,8,5,5,4,1,3,4,2,0,0,0,0,0,1,1,1,16
rnk,29.646965,-82.343196,Rinker Hall,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,27,36,53,46,46,35,41,56,54,48,48,22,23,8,12,8,4,4,8,21,13,4,3,2,13,1,1,1,2,1,0,0,57
rnktr,29.646965,-82.343196,Rinker Hall,academic,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,27,36,53,46,46,35,41,56,54,48,48,22,23,8,12,8,4,4,8,21,13,4,3,2,13,1,1,1,2,1,0,0,57
rog,29.644495,-82.345433,Rogers Frazier Hall,academic,0,1,0,1,0,2,0,0,0,0,1,1,17,6,45,12,51,19,61,23,62,29,35,33,36,35,35,35,28,25,23,21,24,26,19,28,10,30,9,27,5,11,6,12,4,5,3,3,65
rol,29.649259,-82.344494,Rolfs Hall,academic,1,2,0,0,0,1,0,0,0,0,1,0,2,5,11,12,22,22,36,29,41,36,32,42,42,25,19,32,24,19,25,18,25,21,12,17,18,9,3,1,2,2,3,0,2,1,0,1,44
sbh,29.647647,-82.342621,Steinbrenner,social,1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,3,7,2,3,9,5,5,4,4,3,14,5,7,6,8,5,2,3,6,3,6,1,2,2,2,0,2,0,2,1,0,1,0,19
sbhG,29.647647,-82.342621,Steinbrenner,social,1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,3,7,2,3,9,5,5,4,4,3,14,5,7,6,8,5,2,3,6,3,6,1,2,2,2,0,2,0,2,1,0,1,0,19
sis,29.650019,-82.344212,Sisler Hall Chemistry Research Bldg,academic,0,0,0,1,0,0,0,0,0,0,0,1,0,2,6,22,9,24,15,17,13,17,15,12,10,9,20,16,17,14,8,6,11,7,6,10,1,0,5,0,4,2,0,1,0,0,0,0,0
sma,29.650878,-82.341791,Smathers Library,library,2,0,0,2,3,1,1,1,0,1,1,2,2,4,5,6,16,17,25,24,32,42,35,44,59,32,19,23,24,24,15,15,28,16,16,12,16,8,10,7,9,5,2,5,3,4,4,2,36
soc,29.649461,-82.351125,OConnell Center,unknown,2,3,0,0,0,0,0,1,1,0,0,2,6,4,9,12,15,11,16,23,20,12,13,31,19,18,22,22,14,27,16,37,33,52,21,26,19,24,12,15,9,16,20,7,2,3,0,2,41
socgate,29.649461,-82.351125,OConnell Center,unknown,2,3,0,0,0,0,0,1,1,0,0,2,6,4,9,12,15,11,16,23,20,12,13,31,19,18,22,22,14,27,16,37,33,52,21,26,19,24,12,15,9,16,20,7,2,3,0,2,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,1,1,0,0,0,0,0,0,0,0,0,1,2,3,6,1,3,2,3,8,6,1,5,6,3,12,7,5,7,9,4,12,3,10,7,9,5,9,2,10,3,6,3,6,1,5,0,0,10
stz,29.650832,-82.341177,Stuzin Hall,academic,2,1,0,0,1,1,0,0,0,0,1,1,3,2,6,9,15,26,19,12,28,41,22,24,43,37,28,31,27,34,42,28,43,15,13,5,10,8,2,3,11,3,2,3,4,1,4,3,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,2,21,19,16,12,30,32,19,22,37,35,12,24,28,38,29,14,29,12,14,6,8,1,3,1,1,1,0,2,3,1,0,3,38
swc,29.638378,-82.368414,SW Recreation Center,sports,1,0,0,0,0,0,0,0,0,1,1,1,0,3,4,1,3,8,5,12,12,8,8,11,7,7,8,20,7,16,15,19,18,22,10,17,15,26,20,22,23,12,29,11,9,5,4,2,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,8,3,5,5,10,8,11,5,11,9,13,11,8,7,13,6,13,10,7,1,2,0,2,0,1,0,1,1,0,0,0,0,3,15
tur,29.649333,-82.343903,Turlington Hall,academic,4,8,2,4,1,1,0,0,1,1,1,2,8,15,36,78,155,167,243,250,359,314,383,290,249,277,278,247,198,183,179,134,122,96,104,80,93,40,48,25,36,14,18,15,5,9,5,11,309
turl,29.649333,-82.343903,Turlington Hall,academic,4,8,2,4,1,1,0,0,1,1,1,2,8,15,36,78,155,167,243,250,359,314,383,290,249,277,278,247,198,183,179,134,122,96,104,80,93,40,48,25,36,14,18,15,5,9,5,11,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,2,1,4,2,1,1,0,0,0,1,6,1,9,0,23,4,18,11,30,21,37,24,22,23,12,30,19,33,21,22,14,46,29,26,19,21,27,17,12,25,9,15,8,19,5,14,1,5,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,0,0,0,0,0,0,0,0,2,1,1,4,2,1,5,4,6,6,10,4,12,4,11,2,10,5,8,4,6,6,8,5,8,5,11,3,5,3,5,2,3,1,4,2,1,0,2,10
wal,29.649455,-82.341582,Walker Hall,academic,1,1,1,0,0,0,0,0,0,1,0,0,3,2,5,7,18,13,18,10,16,17,20,21,23,25,35,21,24,25,18,16,13,7,9,4,5,10,13,3,7,3,0,1,0,1,0,0,36
wei,29.648418,-82.348606,Weil Hall,academic,2,1,0,1,0,0,0,0,0,0,0,0,7,25,24,29,44,55,67,88,74,52,61,83,65,80,70,87,61,41,55,29,33,23,18,16,16,12,12,7,4,6,3,1,4,4,4,0,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,5,8,1,5,0,2,0,0,0,1,2,2,24,8,93,14,130,25,98,40,107,53,97,62,95,59,58,54,70,60,65,80,62,80,88,85,43,54,36,45,33,37,21,28,23,14,6,9,126
weim,29.647761,-82.347342,Wiemer Hall,academic,1,1,1,1,0,0,2,1,1,1,1,5,3,30,36,63,90,68,73,84,82,86,107,86,66,84,85,64,69,37,61,44,47,27,30,16,29,16,12,9,9,5,6,2,3,2,2,1,102
