prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
aaf,29.650275,-82.34572,Academic Advising Center,admin,0,0,0,0,0,0,0,0,0,0,0,0,6,1,15,15,23,27,26,27,42,49,49,43,50,35,29,41,29,27,22,20,24,31,24,17,16,16,18,10,13,11,3,12,4,7,0,1,50
adv,29.648792,-82.359303,Martin H. Levin Advocacy Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,10,9,7,9,5,12,6,9,8,9,5,9,4,14,3,6,4,3,4,12,2,3,0,1,0,4,1,2,0,0,14
aer,29.643272,-82.3483,Mec. Aerospace Engineering,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,26,29,28,15,18,21,24,17,14,10,14,30,18,16,17,17,7,5,3,11,2,3,1,0,1,3,3,4,0,0,0,0,30
aerv,29.643272,-82.3483,Mec. Aerospace Engineering,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,26,29,28,15,18,21,24,17,14,10,14,30,18,16,17,17,7,5,3,11,2,3,1,0,1,3,3,4,0,0,0,0,30
alf,29.642948,-82.348636,Alfred A. Ring Tennis Pavilion,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
and,29.651573,-82.341939,Anderson Hall,academic,4,1,0,4,1,1,1,2,1,2,1,0,6,3,20,27,51,36,60,62,85,78,90,85,111,72,66,67,43,39,44,30,44,33,29,30,18,17,20,23,29,20,22,20,18,11,2,1,111
ans,29.631292,-82.351768,Animal Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3,3,7,2,7,16,4,16,1,3,3,7,2,6,1,5,3,1,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,19
ansc,29.631292,-82.351768,Animal Science Building C,unknown,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,9,4,4,5,3,6,9,0,10,1,2,1,4,0,3,3,6,2,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,10
apl,29.646905,-82.343942,Aquatic Products Lab,academic,3,11,1,2,0,2,0,3,1,2,2,2,25,12,145,21,158,48,127,78,108,136,117,130,69,170,70,167,68,170,60,164,56,116,69,85,53,64,37,65,36,41,18,58,14,37,3,2,170
arch,29.647656,-82.341748,School of Architecture,academic,9,4,5,2,2,1,4,1,0,0,2,0,7,16,36,22,48,37,52,69,67,43,86,62,72,83,55,77,47,53,36,47,56,31,44,40,47,26,35,37,33,111,50,48,91,14,4,2,111
aud,29.648887,-82.342909,University Auditorium,academic,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,3,3,9,7,5,8,9,5,6,14,7,9,9,16,6,7,5,4,4,8,7,12,8,1,2,0,0,3,1,0,1,1,16
bar,29.643915,-82.344403,Bartram Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,4,4,3,3,9,6,7,2,9,4,2,10,6,1,10,5,11,0,1,5,1,0,5,0,0,0,0,0,0,0,11
barB,29.643915,-82.344403,Bartram Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,4,4,3,3,9,6,7,2,9,4,2,10,6,1,10,5,11,0,1,5,1,0,5,0,0,0,0,0,0,0,11
bcf,29.639509,-82.359952,BioContainment Facility,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcftr,29.639518,-82.359949,Bio-Containment Facility,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ben,29.647961,-82.351393,Tolbert Hall,housing,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,15,9,17,13,12,11,22,20,9,12,10,13,15,22,14,11,13,10,7,8,6,3,3,4,2,0,2,2,0,2,0,0,22
bgh,29.649216,-82.359055,Bruton-Geer Hall,admin,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,10,18,30,18,26,38,47,23,33,32,27,24,25,31,24,14,26,22,6,9,18,7,8,5,4,2,0,2,1,3,0,0,47
blk,29.641892,-82.347876,Black Hall,academic,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,3,2,3,4,7,7,5,15,14,14,12,6,5,7,9,10,8,7,4,5,4,4,1,4,2,2,1,3,2,5,0,0,15
bro,29.646552,-82.342104,Broward Hall,housing,0,1,0,4,0,1,0,2,1,2,4,1,11,4,21,4,39,11,21,27,34,32,27,37,21,30,16,34,17,33,6,19,10,24,13,20,10,13,13,14,8,6,7,14,5,6,0,0,39
broEastOIR,29.646552,-82.342104,Broward Hall,housing,0,1,0,4,0,1,0,2,1,2,4,1,11,4,21,4,39,11,21,27,34,32,27,37,21,30,16,34,17,33,6,19,10,24,13,20,10,13,13,14,8,6,7,14,5,6,0,0,39
broOIR,29.646552,-82.342104,Broward Hall,housing,0,1,0,4,0,1,0,2,1,2,4,1,11,4,21,4,39,11,21,27,34,32,27,37,21,30,16,34,17,33,6,19,10,24,13,20,10,13,13,14,8,6,7,14,5,6,0,0,39
brt,29.648906,-82.345784,Bryant Space Science Center,academic,1,0,1,0,0,0,0,0,1,1,1,0,9,4,30,23,39,21,42,45,49,65,47,70,53,65,55,52,46,59,41,56,35,45,43,27,29,27,28,10,17,14,15,12,7,4,0,0,70
brtb,29.648906,-82.345784,Bryant Space Science Center,academic,1,0,1,0,0,0,0,0,1,1,1,0,9,4,30,23,39,21,42,45,49,65,47,70,53,65,55,52,46,59,41,56,35,45,43,27,29,27,28,10,17,14,15,12,7,4,0,0,70
brttr,29.648906,-82.345784,Bryant Space Science Center,academic,1,0,1,0,0,0,0,0,1,1,1,0,9,4,30,23,39,21,42,45,49,65,47,70,53,65,55,52,46,59,41,56,35,45,43,27,29,27,28,10,17,14,15,12,7,4,0,0,70
bry,29.648906,-82.345784,Bryan Hall,admin,0,4,1,1,0,0,0,1,0,2,1,0,5,5,7,7,16,14,22,29,25,36,39,49,38,40,25,42,31,27,14,21,18,24,12,16,4,19,11,23,4,10,4,8,7,6,2,1,49
bwc,29.645354,-82.347903,UF bookstore,social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwcbookstore,29.645256,-82.34771,UF Bookstore,social,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,1,5,7,10,10,12,8,13,7,15,11,10,21,19,16,14,8,13,8,3,6,9,14,9,14,3,6,0,7,0,6,0,0,21
bwcg,29.645442,-82.348053,UF Welcome Center,admin,1,0,0,0,0,1,1,1,1,0,0,0,3,2,12,6,16,8,21,17,19,22,12,23,27,34,13,28,12,19,17,20,15,27,16,12,8,12,13,14,4,16,5,7,1,8,0,1,34
bwcp,29.645442,-82.348053,UF Welcome Center,admin,1,0,0,0,0,1,1,1,1,0,0,0,3,2,12,6,16,8,21,17,19,22,12,23,27,34,13,28,12,19,17,20,15,27,16,12,8,12,13,14,4,16,5,7,1,8,0,1,34
bwctr,29.645442,-82.348053,UF Welcome Center,admin,1,0,0,0,0,1,1,1,1,0,0,0,3,2,12,6,16,8,21,17,19,22,12,23,27,34,13,28,12,19,17,20,15,27,16,12,8,12,13,14,4,16,5,7,1,8,0,1,34
car,29.64903,-82.341675,Carleton Auditorium,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,37,32,2,7,81,69,78,90,68,56,25,30,4,1,1,1,4,2,11,8,11,3,27,14,1,19,1,0,0,0,0,90
carATTIC,29.64903,-82.341675,Carleton Auditorium - Attic,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,13,11,18,7,7,20,38,30,41,25,14,16,10,5,8,3,4,5,4,2,9,10,3,5,4,6,13,1,1,1,0,0,41
cbd,29.652971,-82.342913,Classroom Building 105,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,16,18,32,37,38,20,19,29,27,24,22,13,23,16,8,14,13,12,15,5,0,3,0,1,3,1,3,10,1,1,0,0,38
cenx,29.643928,-82.343066,Centrex Building,police,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
che,29.64272,-82.347873,Dept. of Chemical Engineering,academic,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2,5,12,16,19,9,14,9,14,27,25,29,22,15,23,8,7,4,11,6,4,0,5,4,2,1,0,0,0,0,0,1,0,0,29
clb,29.650947,-82.344073,Chemistry Lab,academic,1,0,0,4,0,0,0,1,0,1,0,0,2,2,8,15,21,34,45,52,53,67,59,44,43,79,64,96,74,61,54,28,39,23,12,25,12,20,14,25,19,12,21,5,5,6,0,1,96
con,29.64635,-82.346664,Constans Theatre,social,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,12,10,19,26,20,21,29,40,15,28,22,47,29,36,19,26,18,30,21,23,14,20,7,7,12,9,8,5,3,5,1,0,47
conG,29.64635,-82.346664,Constans Theatre,social,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,12,10,19,26,20,21,29,40,15,28,22,47,29,36,19,26,18,30,21,23,14,20,7,7,12,9,8,5,3,5,1,0,47
crec,29.639071,-82.368803,Center for Outdoor Rec. & Educ.,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crecxxxrxx,29.639071,-82.368803,Center for Outdoor Rec. & Educ.,sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cris,29.65013,-82.341602,Criser Hall,admin,0,1,0,0,0,0,0,0,0,0,0,0,1,8,2,5,6,10,9,10,31,16,19,23,26,20,14,23,20,15,23,8,12,6,8,2,1,0,0,0,1,2,0,1,0,1,0,0,31
criv,29.65013,-82.341602,Criser Hall,admin,0,1,0,0,0,0,0,0,0,0,0,0,1,8,2,5,6,10,9,10,31,16,19,23,26,20,14,23,20,15,23,8,12,6,8,2,1,0,0,0,1,2,0,1,0,1,0,0,31
crr,29.643859,-82.344859,Carr Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,2,4,3,6,5,23,4,7,18,5,4,7,3,5,8,2,5,0,4,5,1,0,3,0,0,0,0,0,0,0,23
crrB,29.643859,-82.344859,Carr Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,2,4,3,6,5,23,4,7,18,5,4,7,3,5,8,2,5,0,4,5,1,0,3,0,0,0,0,0,0,0,23
cse,29.64821,-82.344387,CISE,academic,14,0,1,0,1,0,0,0,0,0,0,2,1,1,23,23,40,91,96,135,139,124,159,196,177,131,126,137,125,106,135,78,66,44,61,67,68,86,71,34,76,15,48,15,26,7,1,2,196
csee,29.64821,-82.344387,CISE,academic,14,0,1,0,1,0,0,0,0,0,0,2,1,1,23,23,40,91,96,135,139,124,159,196,177,131,126,137,125,106,135,78,66,44,61,67,68,86,71,34,76,15,48,15,26,7,1,2,196
