prefix,lat,lon,name,category,in_h1,out_h1,in_h2,out_h2,in_h3,out_h3,in_h4,out_h4,in_h5,out_h5,in_h6,out_h6,in_h7,out_h7,in_h8,out_h8,in_h9,out_h9,in_h10,out_h10,in_h11,out_h11,in_h12,out_h12,in_h13,out_h13,in_h14,out_h14,in_h15,out_h15,in_h16,out_h16,in_h17,out_h17,in_h18,out_h18,in_h19,out_h19,in_h20,out_h20,in_h21,out_h21,in_h22,out_h22,in_h23,out_h23,in_h24,out_h24,cap
mccctr,29.646682,-82.345338,Mccarty Hall C,academic,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,18,44,42,55,56,52,59,32,35,17,13,7,11,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,63
mccd,29.64646,-82.344389,Mccarty Hall D,academic,0,1,0,0,0,0,0,0,0,0,0,1,1,7,7,12,7,6,19,18,17,18,19,11,12,16,12,17,8,14,13,12,14,2,2,2,1,0,0,2,1,3,2,0,0,3,0,1,22
mccdG,29.64646,-82.344389,Mccarty Hall D,academic,0,1,0,0,0,0,0,0,0,0,0,1,1,7,7,12,7,6,19,18,17,18,19,11,12,16,12,17,8,14,13,12,14,2,2,2,1,0,0,2,1,3,2,0,0,3,0,1,22
mcg,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,3,1,3,3,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgB,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,3,1,3,3,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgC,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,3,1,3,3,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mcgCG,29.636058,-82.370845,Mcguire Center,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,3,1,3,3,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
mckl,29.648039,-82.346425,Microkelvin Laboratory,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,4,5,3,0,1,1,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
mcsb,29.639963,-82.362885,Microbiology/Cell Science,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,2,7,6,9,11,7,5,6,4,8,2,7,1,1,2,2,1,1,2,2,0,0,1,0,0,0,0,0,0,1,1,15
meb,29.641979,-82.344079,Harrell Medical Education Building,academic,1,5,0,2,2,1,1,0,0,1,1,0,4,3,31,19,50,27,48,44,68,54,51,67,42,67,36,45,20,34,15,42,29,28,19,14,13,15,8,14,10,12,12,11,5,12,5,11,63
mebv,29.641979,-82.344079,Harrell Medical Education Building,academic,1,5,0,2,2,1,1,0,0,1,1,0,4,3,31,19,50,27,48,44,68,54,51,67,42,67,36,45,20,34,15,42,29,28,19,14,13,15,8,14,10,12,12,11,5,12,5,11,63
meh,29.632906,-82.361672,Mehrhof Hall,academic,1,2,0,3,0,1,1,0,0,0,0,0,3,2,1,3,2,4,1,6,2,8,2,6,2,4,2,10,3,4,4,7,1,9,3,5,0,3,2,1,0,3,0,7,1,2,0,5,14
msl,29.647957,-82.343904,Marston Science Library,library,2,1,1,0,1,1,0,0,0,1,0,1,0,3,6,20,26,56,53,85,94,93,75,87,86,82,75,67,57,53,41,47,46,28,42,22,24,7,9,12,16,5,4,9,5,3,0,0,177
mub,29.648244,-82.342908,Music Building,academic,1,4,0,3,0,0,1,0,1,0,1,1,2,1,28,8,30,35,56,29,47,45,68,59,40,66,45,57,32,37,41,30,22,19,24,19,20,27,16,6,26,11,4,7,5,5,5,3,94
mus,29.644484,-82.3441,Dickinson Hall,academic,2,0,2,4,0,0,0,0,0,1,2,0,2,0,4,4,15,9,15,7,19,17,16,13,8,10,17,11,12,11,14,7,10,8,6,5,4,2,3,4,10,4,4,2,1,5,0,2,27
nano,29.642764,-82.346123,Nanoscale Research,academic,1,1,2,3,0,0,0,0,0,0,2,2,6,3,16,6,17,19,19,12,14,20,15,17,15,20,9,25,14,20,17,24,19,10,12,13,6,4,0,6,2,5,2,2,1,6,1,3,32
neb,29.642287,-82.347076,New Engineering Building,unknown,0,0,3,0,1,0,0,0,0,0,1,0,0,8,8,21,22,49,51,42,55,59,60,49,55,35,48,27,44,24,37,19,26,13,15,3,9,4,6,1,2,1,2,2,4,3,2,1,77
npb,29.643913,-82.349779,Physics,academic,1,0,1,1,0,0,0,0,0,0,1,0,5,15,27,24,55,40,57,54,74,51,68,35,29,65,60,24,25,33,22,25,18,17,20,11,4,7,11,10,4,6,4,8,3,3,0,3,105
npbB,29.643913,-82.349779,Physics,academic,1,0,1,1,0,0,0,0,0,0,1,0,5,15,27,24,55,40,57,54,74,51,68,35,29,65,60,24,25,33,22,25,18,17,20,11,4,7,11,10,4,6,4,8,3,3,0,3,105
nrg,29.646251,-82.337966,Norman Gym,sports,1,1,0,0,0,0,0,1,0,0,1,0,2,0,11,0,9,7,16,11,11,15,22,17,22,15,12,15,12,13,5,12,7,13,7,5,2,10,2,2,1,2,3,3,5,4,0,2,30
nrn,29.646947,-82.338164,Norman Hall,academic,3,3,2,1,1,4,0,1,0,0,1,0,6,6,16,32,35,32,68,70,81,110,127,61,52,66,60,66,37,29,35,42,23,19,8,9,9,12,4,8,4,5,4,8,6,4,4,3,169
nrna,29.646645,-82.337581,Norman Hall Addition,academic,0,3,0,2,0,1,0,0,0,0,0,0,1,6,7,11,14,21,30,17,37,36,22,45,25,26,11,26,12,19,25,13,9,21,6,5,6,1,3,2,2,6,6,4,2,5,0,2,76
nrnag,29.646645,-82.337581,Norman Hall Addition,academic,0,3,0,2,0,1,0,0,0,0,0,0,1,6,7,11,14,21,30,17,37,36,22,45,25,26,11,26,12,19,25,13,9,21,6,5,6,1,3,2,2,6,6,4,2,5,0,2,76
nsc,29.647381,-82.347996,Nuclear Sciences,academic,0,0,1,0,1,0,0,1,0,0,0,0,3,1,5,10,18,19,15,30,26,23,28,36,19,37,26,22,26,26,12,24,12,5,2,4,5,2,3,1,5,6,7,5,4,2,1,1,42
nzh,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,9,15,6,18,7,8,18,21,16,17,13,11,9,9,7,11,5,2,3,2,1,2,2,0,2,0,1,1,1,0,1,0,3,21
nzhB,29.645392,-82.345778,Newins-Ziegler Hall,academic,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,9,15,6,18,7,8,18,21,16,17,13,11,9,9,7,11,5,2,3,2,1,2,2,0,2,0,1,1,1,0,1,0,3,21
ohl1,29.639754,-82.358956,Ornamental Hort Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohl2,29.639824,-82.358554,Ornamental Hort Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcpa,29.635312,-82.369309,Phillips Center,social,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,3,2,1,2,2,3,1,1,5,4,1,6,5,4,1,5,2,2,0,3,8,2,0,0,0,0,0,0,12
pdc,29.642948,-82.369274,Physical Plant Central Stores,academic,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,9,3,8,7,5,4,3,2,3,2,2,2,2,0,4,2,3,0,2,1,2,2,1,1,1,2,0,0,0,1,7
phl,29.644585,-82.34878,Phelps Lab,academic,0,2,0,1,0,1,0,0,0,0,0,0,1,1,5,0,12,4,22,10,12,11,12,8,11,17,9,17,5,18,3,14,6,17,5,8,7,5,2,6,1,6,0,0,0,4,0,0,20
plsl,29.639079,-82.358344,Agronomy Plant Science Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pow,29.635726,-82.370236,Powell Hall,museum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,4,4,5,8,8,7,3,4,6,2,3,7,5,4,4,2,2,2,0,0,0,0,1,0,0,0,0,0,0,7
pres,29.648184,-82.36085,Presidents Residence,housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psf,29.639481,-82.359603,Plant Science Facility,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,0,1,0,0,0,1,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
pst,29.641504,-82.347885,Particle Science & Technology,academic,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,2,0,3,1,1,8,5,2,6,3,5,3,5,5,5,3,5,0,2,4,3,0,1,0,0,0,1,0,0,0,0,0,7
psy,29.643418,-82.346266,Psychology,academic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,15,19,25,28,32,30,24,24,21,19,13,13,20,15,22,18,19,9,17,5,4,3,2,1,3,0,1,2,2,1,0,0,0,49
pugh,29.649468,-82.345665,Pugh Hall,academic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,4,45,50,13,19,32,35,33,37,32,40,36,39,12,12,3,6,4,6,2,3,1,4,1,1,2,1,0,1,3,1,1,53
rcd,29.650076,-82.34634,Racquet Club Dining Center,social,0,3,0,3,0,1,0,0,0,0,0,1,5,3,7,5,20,8,8,27,29,31,28,35,14,31,20,27,9,15,11,27,10,17,4,14,8,15,5,12,7,4,3,3,4,12,6,4,39
rei,29.646386,-82.34779,Reitz Student Union,social,12,3,10,5,2,4,2,4,0,0,2,3,11,7,28,31,49,90,90,173,155,257,246,270,256,274,245,179,148,139,130,139,98,131,56,123,71,87,96,104,101,79,63,36,103,48,58,13,286
reiB,29.646386,-82.34779,Reitz Student Union,social,12,3,10,5,2,4,2,4,0,0,2,3,11,7,28,31,49,90,90,173,155,257,246,270,256,274,245,179,148,139,130,139,98,131,56,123,71,87,96,104,101,79,63,36,103,48,58,13,286
reiG,29.646386,-82.34779,Reitz Student Union,social,12,3,10,5,2,4,2,4,0,0,2,3,11,7,28,31,49,90,90,173,155,257,246,270,256,274,245,179,148,139,130,139,98,131,56,123,71,87,96,104,101,79,63,36,103,48,58,13,286
reiOrangeBrew,29.646386,-82.34779,Reitz Student Union,social,12,3,10,5,2,4,2,4,0,0,2,3,11,7,28,31,49,90,90,173,155,257,246,270,256,274,245,179,148,139,130,139,98,131,56,123,71,87,96,104,101,79,63,36,103,48,58,13,286
reiR,29.646386,-82.34779,Reitz Student Union,social,12,3,10,5,2,4,2,4,0,0,2,3,11,7,28,31,49,90,90,173,155,257,246,270,256,274,245,179,148,139,130,139,98,131,56,123,71,87,96,104,101,79,63,36,103,48,58,13,286
rfc,29.650148,-82.346799,Student Recreation and Fit. Center,sports,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5,12,9,13,18,19,15,15,23,18,19,22,32,14,17,27,31,29,13,17,9,12,15,12,5,8,5,4,2,7,0,1,0,37
rhn,29.647253,-82.348948,Rhines Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,11,7,7,4,10,10,9,11,12,10,9,5,9,7,7,4,3,2,5,3,2,1,1,2,3,5,2,10,0,1,17
rhnb,29.647253,-82.348948,Rhines Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,11,7,7,4,10,10,9,11,12,10,9,5,9,7,7,4,3,2,5,3,2,1,1,2,3,5,2,10,0,1,17
rl1,29.633165,-82.361168,Research Laboratory 1,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rl2,29.633176,-82.360914,Research Laboratory 2,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rla,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,6,12,9,8,9,4,14,14,14,14,13,9,7,5,2,4,3,1,1,1,3,1,1,1,0,0,0,1,0,0,0,0,16
rlab,29.647983,-82.34811,Reed Lab,academic,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,6,12,9,8,9,4,14,14,14,14,13,9,7,5,2,4,3,1,1,1,3,1,1,1,0,0,0,1,0,0,0,0,16
rnk,29.646965,-82.343196,Rinker Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,17,16,22,21,17,38,41,33,27,16,21,18,17,5,7,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,57
rnktr,29.646965,-82.343196,Rinker Hall,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,17,16,22,21,17,38,41,33,27,16,21,18,17,5,7,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,57
rog,29.644495,-82.345433,Rogers Frazier Hall,academic,5,3,4,1,1,1,2,1,1,0,0,4,9,4,40,12,55,16,36,24,53,18,37,27,23,17,32,25,29,28,14,25,24,19,13,19,5,11,9,11,4,15,7,8,14,16,2,4,65
rol,29.649259,-82.344494,Rolfs Hall,academic,1,2,0,1,0,0,0,0,0,0,0,0,0,5,9,19,19,24,31,43,34,28,25,39,29,27,18,33,25,19,19,10,13,9,7,1,1,4,0,1,2,3,2,1,4,1,2,3,44
sbh,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,2,4,5,5,4,4,4,7,3,4,7,2,2,4,2,1,1,7,2,1,3,2,0,0,1,0,0,0,0,0,19
sbhG,29.647647,-82.342621,Steinbrenner,social,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,2,4,5,5,4,4,4,7,3,4,7,2,2,4,2,1,1,7,2,1,3,2,0,0,1,0,0,0,0,0,19
sis,29.650019,-82.344212,Sisler Hall Chemistry Research Bldg,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,14,15,15,19,17,9,15,10,7,10,14,12,10,11,5,9,6,4,1,0,1,1,2,1,1,0,0,0,2,0,1,0
sma,29.650878,-82.341791,Smathers Library,library,0,2,3,1,2,1,1,0,1,0,0,1,0,2,7,5,16,15,22,19,12,26,47,15,24,27,14,17,16,12,15,9,9,6,8,1,5,5,4,1,2,2,3,0,2,1,2,0,36
soc,29.649461,-82.351125,OConnell Center,unknown,3,1,1,5,0,1,1,0,0,0,0,1,11,4,15,8,19,15,15,22,17,37,18,20,20,21,18,25,13,20,13,13,8,31,10,6,17,15,12,9,10,9,3,3,3,9,1,2,41
socgate,29.649461,-82.351125,OConnell Center,unknown,3,1,1,5,0,1,1,0,0,0,0,1,11,4,15,8,19,15,15,22,17,37,18,20,20,21,18,25,13,20,13,13,8,31,10,6,17,15,12,9,10,9,3,3,3,9,1,2,41
sta,29.649961,-82.349511,Ben Hill Griffin Stadium,sports,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,3,3,3,3,2,1,4,3,6,3,5,2,7,4,5,6,7,4,5,3,6,5,6,3,0,0,2,0,3,1,1,10
stz,29.650832,-82.341177,Stuzin Hall,academic,1,1,0,1,0,1,0,0,0,0,0,0,1,2,6,6,1,7,5,9,9,13,16,16,18,18,21,14,15,12,18,14,14,4,4,1,2,3,5,2,3,2,2,4,2,0,2,2,34
stzWlkwy,29.650976,-82.340971,# Stuzin Hall Walk Way,unknown,0,1,0,0,0,0,1,1,0,0,2,0,0,3,3,5,11,8,22,8,19,16,15,13,17,19,16,21,19,8,19,9,12,8,3,3,0,2,0,2,1,3,3,0,1,3,1,1,38
swc,29.638378,-82.368414,SW Recreation Center,sports,7,0,0,0,0,0,0,0,0,0,0,3,2,2,6,4,2,10,4,10,9,14,8,7,10,10,4,12,7,19,16,13,12,15,15,10,6,10,19,8,7,5,3,3,6,3,7,1,25
tge,29.639601,-82.360412,Turfgrass Envirotron,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
tig,29.649397,-82.339815,Tigert Hall,admin,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,5,3,2,2,10,7,2,7,12,2,5,6,12,7,6,7,6,3,6,2,2,0,0,1,0,1,1,2,0,0,0,0,0,15
tur,29.649333,-82.343903,Turlington Hall,academic,6,3,3,3,4,2,0,1,3,0,0,0,3,13,29,64,90,171,209,190,298,223,271,196,212,189,188,115,109,82,78,47,42,33,25,18,23,17,3,3,14,8,8,27,46,11,4,4,309
turl,29.649333,-82.343903,Turlington Hall,academic,6,3,3,3,4,2,0,1,3,0,0,0,3,13,29,64,90,171,209,190,298,223,271,196,212,189,188,115,109,82,78,47,42,33,25,18,23,17,3,3,14,8,8,27,46,11,4,4,309
urbe,29.633778,-82.366198,Urban Entomology,academic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ust,29.650447,-82.346867,Ustler Hall,academic,1,1,2,0,0,0,0,0,0,0,1,4,5,2,14,8,15,9,21,25,25,21,16,29,22,20,18,17,8,16,13,25,8,22,11,12,10,10,4,9,6,10,8,10,4,5,7,2,37
van,29.648549,-82.351042,Van Fleet Hall,admin,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,9,10,14,10,7,3,14,10,13,6,8,4,3,3,8,4,8,2,5,2,2,3,5,1,3,1,0,2,1,0,1,10
wal,29.649455,-82.341582,Walker Hall,academic,0,1,0,0,0,0,0,0,0,0,1,0,1,2,11,6,16,8,21,15,21,9,11,20,22,24,22,10,9,8,7,7,8,3,3,1,3,2,2,2,1,4,0,0,3,1,1,3,36
wei,29.648418,-82.348606,Weil Hall,academic,0,0,1,0,1,0,0,0,0,1,0,1,1,5,8,27,35,54,60,58,51,64,67,56,72,52,40,57,63,25,28,9,21,6,9,8,7,2,2,2,2,1,3,2,0,3,0,0,96
weiclocktower,29.648399,-82.349265,Clock Tower,social,5,4,5,6,0,3,2,2,0,1,3,1,22,8,88,14,105,26,92,47,80,44,84,62,61,67,69,65,51,58,38,59,38,71,32,41,40,31,29,18,26,15,18,12,17,16,7,9,126
weim,29.647761,-82.347342,Wiemer Hall,academic,1,0,3,0,1,1,1,1,1,1,0,3,2,20,29,54,68,46,53,42,69,67,88,58,70,45,42,40,33,48,43,18,20,7,8,2,5,4,3,3,0,1,5,3,2,1,2,0,102
weimG,29.647761,-82.347342,Wiemer Hall,academic,1,0,3,0,1,1,1,1,1,1,0,3,2,20,29,54,68,46,53,42,69,67,88,58,70,45,42,40,33,48,43,18,20,7,8,2,5,4,3,3,0,1,5,3,2,1,2,0,102
weimg,29.647761,-82.347342,Wiemer Hall,academic,1,0,3,0,1,1,1,1,1,1,0,3,2,20,29,54,68,46,53,42,69,67,88,58,70,45,42,40,33,48,43,18,20,7,8,2,5,4,3,3,0,1,5,3,2,1,2,0,102
wm,29.648052,-82.346709,Williamson Hall,academic,0,2,0,1,1,0,0,0,1,1,1,0,1,0,2,7,11,10,10,31,22,21,22,34,27,24,21,16,18,6,8,3,4,2,2,0,1,1,1,1,0,3,1,1,1,2,0,0,46
yon,29.649968,-82.347888,Yon Hall,academic,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,0,4,6,10,10,10,7,11,8,7,10,10,6,7,14,14,5,8,6,9,4,2,3,8,5,2,0,0,0,0,0,0,0,22
